time_mecab,time_okt,time_kkma
0.896762609,0.550526619,6.504151106
0.90177536,0.552521467,6.513127804
0.906732559,0.554516077,6.528086662
0.911700726,0.556510448,6.539061546
0.91668582,0.558505297,6.549031496
0.921723127,0.560499907,6.559006691
0.926660299,0.562494755,6.568977594
0.930678129,0.564489126,6.578954935
0.936680794,0.567480564,6.58892417
0.941619158,0.568477869,6.59890008
0.946605682,0.570472956,6.608870506
0.951601028,0.57346487,6.618844032
0.956628323,0.57545948,6.62881732
0.961585522,0.577453852,6.640785217
0.967549562,0.579448462,6.650758505
0.972536325,0.58144331,6.660689354
0.977524042,0.583437681,6.670506239
0.983507156,0.585432768,6.68521452
0.987547874,0.587427616,6.694148064
0.992532015,0.589421749,6.704121351
0.997501373,0.591416597,6.713097572
1.002475977,0.593411684,6.72307086
1.00744319,0.595406055,6.733044147
1.012475014,0.597400665,6.744014978
1.017417431,0.599395514,6.752990484
1.022403002,0.601389885,6.76296401
1.028407335,0.603384495,6.772937298
1.033401251,0.605379105,6.782910585
1.039357901,0.607373714,6.792884111
1.044393301,0.609368563,6.802857399
1.049381971,0.611363173,6.811833143
1.05436635,0.613358021,6.821373463
1.059354305,0.616350174,6.830349207
1.064343691,0.618344784,6.843379736
1.069278717,0.620339155,6.854348898
1.074322701,0.622333765,6.864322901
1.079311848,0.624328375,6.873298883
1.08429575,0.626323223,6.883273125
1.089283466,0.629315615,6.892248154
1.094262123,0.631309986,6.901223898
1.099257231,0.633304596,6.911199808
1.105233431,0.636296511,6.921170473
1.110220432,0.638291359,6.930152893
1.115207434,0.640286446,6.939123631
1.119192839,0.642280102,6.949098349
1.124192476,0.644275188,6.959071636
1.129177094,0.646270037,6.969042301
1.134168863,0.64826417,6.978018761
1.140145779,0.650259256,6.987991571
1.145134211,0.652253628,7.001728296
1.150126457,0.654248476,7.010709286
1.155106783,0.656243086,7.020677567
1.160092592,0.658237696,7.030650377
1.165023088,0.660232544,7.03962636
1.170066118,0.662226915,7.048602581
1.175052643,0.664222002,7.05857563
1.180039644,0.666216373,7.069546938
1.184997082,0.668211222,7.078522682
1.189955235,0.670205832,7.088495493
1.194941282,0.672200203,7.098469019
1.199986935,0.674195051,7.107445002
1.204915524,0.675192356,7.117418528
1.209959269,0.677187681,7.12639451
1.214916229,0.679182053,7.13537097
1.219933987,0.681176424,7.145343304
1.224920988,0.683171034,7.154319525
1.229846954,0.685165882,7.168291092
1.234894753,0.687160492,7.179211378
1.240878344,0.689155102,7.189226866
1.245805502,0.691149712,7.199199677
1.250759125,0.693144321,7.208175898
1.255740881,0.69513917,7.217153072
1.260727644,0.69713378,7.227128506
1.265714407,0.699128389,7.23709774
1.270728827,0.701122999,7.246076822
1.275774717,0.703117609,7.256055593
1.280731678,0.705112457,7.265022993
1.28572464,0.707107067,7.275000334
1.291671515,0.709101915,7.285926104
1.296658754,0.711096287,7.295940638
1.300699234,0.713091135,7.304916859
1.305692911,0.715085745,7.314893723
1.310680866,0.717080832,7.328858852
1.315659761,0.720072508,7.338829756
1.3206532,0.722067118,7.347802639
1.325634003,0.724061728,7.357775688
1.330626488,0.726056099,7.366751432
1.334585428,0.728051186,7.376725435
1.339603901,0.730046034,7.385700464
1.345586061,0.732040167,7.396665573
1.350574017,0.734035015,7.405647755
1.355561256,0.736029625,7.415629625
1.360547781,0.738024235,7.424602509
1.365474939,0.740018845,7.433572769
1.370520353,0.741016388,7.44255209
1.375506401,0.743010759,7.451524496
1.380493402,0.745005608,7.460500479
1.385457993,0.747000217,7.472427368
1.391434431,0.748994827,7.481444359
1.396450281,0.750989676,7.494410753
1.401437283,0.751986742,7.505383968
1.406424522,0.753981352,7.51535368
1.411410332,0.7559762,7.524332762
1.416381598,0.757971048,7.53430295
1.421383142,0.75996542,7.543279409
1.426371336,0.760962963,7.553258657
1.430360794,0.76295805,7.562232256
1.435347795,0.76495266,7.572287083
1.44033432,0.766947031,7.581261158
1.446322441,0.768941641,7.59023881
1.451246262,0.770936012,7.599211931
1.456291437,0.772930861,7.610184193
1.461220264,0.77492547,7.619117975
1.466263771,0.775923014,7.62913394
1.471250772,0.777917385,7.639107466
1.476207018,0.779912472,7.648081303
1.481165648,0.781906843,7.662046909
1.486152411,0.783901691,7.672021866
1.491138697,0.785896301,7.680993795
1.496154785,0.787890673,7.69096756
1.501146793,0.789885521,7.699943066
1.506127357,0.790882826,7.708919525
1.511113405,0.792877674,7.718892097
1.516100645,0.794872046,7.7288661
1.521059752,0.807837963,7.73784256
1.525049686,0.809832096,7.746817112
1.530062675,0.811826706,7.755794048
1.535049677,0.813821554,7.765769005
1.540035963,0.815816641,7.77573967
1.545022726,0.818824053,7.784716129
1.550010204,0.820803165,7.794689178
1.554996252,0.822797537,7.803666115
1.559983969,0.825790167,7.812641144
1.564942837,0.826787472,7.82261467
1.569929123,0.828781605,7.836578131
1.574949026,0.830775976,7.845556021
1.579901457,0.832770824,7.854532719
1.584907532,0.834765196,7.864503145
1.589934587,0.836760044,7.873480082
1.594881296,0.838754892,7.883452177
1.599868059,0.839752197,7.892428875
1.603842974,0.841746569,7.901404381
1.608852148,0.843741417,7.911377192
1.613844395,0.845736265,7.920357466
1.617800474,0.847730637,7.9303267
1.622814655,0.849725723,7.940299988
1.627801895,0.850722551,7.950274229
1.632788181,0.8527174,7.959249258
1.636778831,0.854712009,7.969223499
1.641763687,0.856706619,7.97819829
1.646750927,0.858701706,7.988179922
1.652705908,0.860696077,8.001138449
1.656724215,0.862690449,8.011112213
1.661682367,0.863688231,8.020087481
1.66666913,0.865682602,8.030059576
1.671684265,0.86767745,8.040033102
1.676672459,0.869672298,8.05000639
1.681657553,0.871666908,8.058983088
1.685618639,0.873661757,8.068958282
1.690633059,0.875656843,8.077931881
1.69562149,0.877651215,8.087905407
1.701576948,0.879646301,8.096882343
1.706590891,0.881640434,8.1068542
1.711604595,0.883634567,8.115831137
1.715650082,0.885629654,8.124806166
1.720635891,0.887624741,8.134783506
1.725636959,0.889620066,8.144752741
1.73059988,0.89161396,8.154726267
1.735593081,0.893609047,8.16370225
1.740575075,0.895603418,8.178253174
1.745561361,0.89759779,8.187230349
1.749511719,0.899592876,8.196210384
1.755533695,0.901602507,8.206181526
1.760519266,0.903582096,8.216153383
1.765507221,0.905576706,8.225129843
1.770451069,0.908568382,8.23510766
1.774440289,0.910562992,8.244077921
1.779469728,0.912558079,8.254050255
1.784414053,0.914552212,8.264030218
1.789442062,0.917544603,8.273000002
1.794436216,0.920539856,8.282974243
1.799428463,0.922544718,8.291949272
1.803362846,0.925523281,8.301923037
1.809345961,0.927518129,8.310898304
1.814385176,0.929512978,8.319874525
1.818375826,0.931507111,8.329854012
1.823363066,0.934499264,8.338830471
1.828348637,0.936493874,8.351880789
1.833314419,0.937491179,8.362806082
1.838329315,0.939486027,8.371823072
1.842318296,0.941480875,8.381795883
1.847306967,0.943475962,8.393723249
1.85229516,0.945469618,8.40274024
1.857280254,0.947464228,8.412713766
1.86323595,0.949459314,8.421690226
1.868252516,0.951453924,8.434613943
1.873236179,0.954445601,8.443630457
1.878222704,0.955443382,8.452606678
1.88320899,0.957437992,8.462582827
1.888195753,0.959431887,8.472553253
1.892185926,0.961426258,8.482532978
1.897173643,0.96342063,8.491502762
1.90215826,0.965415955,8.501476288
1.90614748,0.967410088,8.510455132
1.911134481,0.968408108,8.520425797
1.916122913,0.970402479,8.533394575
1.921109676,0.972397089,8.54336381
1.925070286,0.974391222,8.552340031
1.930095196,0.976386309,8.561316013
1.93507123,0.977383852,8.571289301
1.939059496,0.979379177,8.581263065
1.944016933,0.981372833,8.591200113
1.949032784,0.983367682,8.600211859
1.954019547,0.985361814,8.610190868
1.959006548,0.986359835,8.620161057
1.963994265,0.989351273,8.629136086
1.968980312,0.991346121,8.639107704
1.973966599,0.992343903,8.648085356
1.978952885,0.994338036,8.658056974
1.982942104,0.996332884,8.667032957
1.987900972,0.997330427,8.676014185
1.992917538,0.999325037,8.685985327
1.997874975,1.001319885,8.695955992
2.003887892,1.003314018,8.704931736
2.007847309,1.0043118,8.717955589
2.012833118,1.006347418,8.727927685
2.017854214,1.008342743,8.736904621
2.022838116,1.010338783,8.74687767
2.027823448,1.012290955,8.755853176
2.031811714,1.013331413,8.765828133
2.036798477,1.015326262,8.77480793
2.041784763,1.018275023,8.784775972
2.04578042,1.020269871,8.794749737
2.050761223,1.022265196,8.804722548
2.055747747,1.025254726,8.813699484
2.060740948,1.027251244,8.822674751
2.065720558,1.029286861,8.832605839
2.07070756,1.032236576,8.841623783
2.076705933,1.03523016,8.851596832
2.080682755,1.03725791,8.860572577
2.085667849,1.038256168,8.870546341
2.09065485,1.040261745,8.879522085
2.095640421,1.042211056,8.893945456
2.099631548,1.044246674,8.903921366
2.104588032,1.04624176,8.913891792
2.109575272,1.048236609,8.923865557
2.11555934,1.050230742,8.932841539
2.120545864,1.051231146,8.941818237
2.124567986,1.053222656,8.951793194
2.129552603,1.05522418,8.961763859
2.13453722,1.057212114,8.970742226
2.139524698,1.059210062,8.980713129
2.143514156,1.060203552,8.989688873
2.148499727,1.062198639,8.998665094
2.153491497,1.064193249,9.009637833
2.157475471,1.066189528,9.018614054
2.163460732,1.06818223,9.028585434
2.168447971,1.069179535,9.03756094
2.173433065,1.071176767,9.047536612
2.177421808,1.073127508,9.056509972
2.182408571,1.075163841,9.06648612
2.187396765,1.077159166,9.079452038
2.192382336,1.078156471,9.089421988
2.196376324,1.080150604,9.098400831
2.201357841,1.082144737,9.107378244
2.206352472,1.084140301,9.118344545
2.211332083,1.086134434,9.128319025
2.216290474,1.088129044,9.137294054
2.221309423,1.08913064,9.146272659
2.226291418,1.091124773,9.156244278
2.23127985,1.093116045,9.165219545
2.236264944,1.095110655,9.174199104
2.24125123,1.097104788,9.183174372
2.245240688,1.098104239,9.193144321
2.250227928,1.100096941,9.202123642
2.255214691,1.102091551,9.211098433
2.260208607,1.104085922,9.22107029
2.265187263,1.106082916,9.231043339
2.270174742,1.107078552,9.24001956
2.274739265,1.109074593,9.249992609
2.279726505,1.111070156,9.263955116
2.285088301,1.113064289,9.272931099
2.290066957,1.115060806,9.28290391
2.295052767,1.117051363,9.291881084
2.300043821,1.11900568,9.30085659
2.305000782,1.121000767,9.3108325
2.310028791,1.122995138,9.319811344
2.314002275,1.125030994,9.329781771
2.318989277,1.127025604,9.339752913
2.323975801,1.129019976,9.34872818
2.328990698,1.130018711,9.357705116
2.332923412,1.132011414,9.367636442
2.337912083,1.134006739,9.376611948
2.342924833,1.136001348,9.386631489
2.347912073,1.137997627,9.396604061
2.351900816,1.138993263,9.405576706
2.356888056,1.140986443,9.415550947
2.361874104,1.142984629,9.424525976
2.36686039,1.144977093,9.437491417
2.371894598,1.146975279,9.452451229
2.376881123,1.148966312,9.461427927
2.380873442,1.149964094,9.471400976
2.385980606,1.152961969,9.480377436
2.390967131,1.154909849,9.490354061
2.395955086,1.155947685,9.499325991
2.399944782,1.157942533,9.508301735
2.404933929,1.159936905,9.518275499
2.409866333,1.161933422,9.527251482
2.414877176,1.163928032,9.53722477
2.419839144,1.165920973,9.547198296
2.42487669,1.166920662,9.55613184
2.42986393,1.168913603,9.566149235
2.434850216,1.170909643,9.576120377
2.43983674,1.172902822,9.585098982
2.443826199,1.174899101,9.595069647
2.448812723,1.175895691,9.604045391
2.453805447,1.177889347,9.614019394
2.457795858,1.179885626,9.622995853
2.462775469,1.181878805,9.636958122
2.468770504,1.183875561,9.646931171
2.473747969,1.185869455,9.657902479
2.477735519,1.187820911,9.667876244
2.482722044,1.189815998,9.676850557
2.487708569,1.190836668,9.68682456
2.492699385,1.192809105,9.695799828
2.496684313,1.194803238,9.705772877
2.501809835,1.197795153,9.71475029
2.506747484,1.19983077,9.724722862
2.511731386,1.200827837,9.733701706
2.516769886,1.202822924,9.743677378
2.521756887,1.204771042,9.752650499
2.526795864,1.20676446,9.762621403
2.531784296,1.208758831,9.771556139
2.535771847,1.210754395,9.781573057
2.540761709,1.212749004,9.791548967
2.54574728,1.213748455,9.800522566
2.549734354,1.215698957,9.809499979
2.554721117,1.217736483,9.823459148
2.55970788,1.220727205,9.832439899
2.564697742,1.223678112,9.841409922
2.569683552,1.225707054,9.849389315
2.574643612,1.227666855,9.858365297
2.579630375,1.229662418,9.870318651
2.583620548,1.231698513,9.87930727
2.588787556,1.233692408,9.88828969
2.593774319,1.235646009,9.898258924
2.598760605,1.237676859,9.908232212
2.602751493,1.239668369,9.91721034
2.607736826,1.240666151,9.926184416
2.612723589,1.242663622,9.936159849
2.617682457,1.244656324,9.945133686
2.622696877,1.246652126,9.954109669
2.627684116,1.248648167,9.96408534
2.632669926,1.260579109,9.974056482
2.636659622,1.262574196,9.984029055
2.641651869,1.264602423,9.993004322
2.646637678,1.266604424,10.00297856
2.651619673,1.268602133,10.01594424
2.655609131,1.270593643,10.02591777
2.660595894,1.272588253,10.03489351
2.665581942,1.273586988,10.04486942
2.670568943,1.275538206,10.05285287
2.675555944,1.277575016,10.06282115
2.680541992,1.279528141,10.07179689
2.68453145,1.281565428,10.0827651
2.689518213,1.283519745,10.09174085
2.694508791,1.285556078,10.10171437
2.699492216,1.286550999,10.11069036
2.703480721,1.288546801,10.1206677
2.70846796,1.290498972,10.1296401
2.71345377,1.292535543,10.13861537
2.718412876,1.294530153,10.14759159
2.723427057,1.295526981,10.15756488
2.72841382,1.297480106,10.16654086
2.733400822,1.299474955,10.17551684
2.737389803,1.301470995,10.1864903
2.742377758,1.303505659,10.20045042
2.747363567,1.305494308,10.20942593
2.752349615,1.30649066,10.21939921
2.756340742,1.308485746,10.22837806
2.761327744,1.310486794,10.23834944
2.765316963,1.312482357,10.24732733
2.770303249,1.314476252,10.25630021
2.776286125,1.315431595,10.26628041
2.780275345,1.317471027,10.27525139
2.785262823,1.319463253,10.28422666
2.790248871,1.32141614,10.29519939
2.795236349,1.323410511,10.30417705
2.799225092,1.325404882,10.31414628
2.804211378,1.328397512,10.32312202
2.809197664,1.330433846,10.3330977
2.813188076,1.332386971,10.34207177
2.818146467,1.334415674,10.3510499
2.823160648,1.335412979,10.36102676
2.828147411,1.337416172,10.36999655
2.833106279,1.339368105,10.37997007
2.838125706,1.3414042,10.39399266
2.84311223,1.343396425,10.40496278
2.847096443,1.345386744,10.41493988
2.852083206,1.346349239,10.42590618
2.857069731,1.34837842,10.43588138
2.861059189,1.350372314,10.44585323
2.866047144,1.352367163,10.45483279
2.871032715,1.35436964,10.46480846
2.876019239,1.355324745,10.47377849
2.881010056,1.357474566,10.48375177
2.885992289,1.359470606,10.49272776
2.889987707,1.361468077,10.50270081
2.894975185,1.363433123,10.51267409
2.899955273,1.365451813,10.52165008
2.904942036,1.367403984,10.53162384
2.908931971,1.368442774,10.54060483
2.913918972,1.370440245,10.55057669
2.918904781,1.37243247,10.55954933
2.923863411,1.374423265,10.56852508
2.928877831,1.375416517,10.57750154
2.933864355,1.377411127,10.59146357
2.938851357,1.379413128,10.6004405
2.943833351,1.38141036,10.61041546
2.948825359,1.382409573,10.62038636
2.952813387,1.384358883,10.63035941
2.957800627,1.386389494,10.64033651
2.962787867,1.388347387,10.65030622
2.966776848,1.390376329,10.65928197
2.971764088,1.392370701,10.66925883
2.97674942,1.394331217,10.67823529
2.981736422,1.395329237,10.68721557
2.986723185,1.397365808,10.69618344
2.991709948,1.39936018,10.70615911
2.995699406,1.401312351,10.71513295
3.000685453,1.403307915,10.72510815
3.005672455,1.40430522,10.73508191
3.009662867,1.406300306,10.74505305
3.014649391,1.408296108,10.75403118
3.019635439,1.410331488,10.76300502
3.024594069,1.412325621,10.77198148
3.029608011,1.414324045,10.78594565
3.034566879,1.416315079,10.79591775
3.039581299,1.417311907,10.80489492
3.043542862,1.41926527,10.8148706
3.04855752,1.421303749,10.82384181
3.053544283,1.423296452,10.83377385
3.057539701,1.4252913,10.84279299
3.062520504,1.427244186,10.85276675
3.06750679,1.430281401,10.8617444
3.07149601,1.432246447,10.87171793
3.07648921,1.434269428,10.88069057
3.081470728,1.436219454,10.88967323
3.086456299,1.438260317,10.89963937
3.091448069,1.440251112,10.90862203
3.096430302,1.441248417,10.91759133
3.10041976,1.443200588,10.92756438
3.105412006,1.445239782,10.93754053
3.110392809,1.447190762,10.94651461
3.115378857,1.44918561,10.95649314
3.119368792,1.451179981,10.9664607
3.124327183,1.453218222,10.97942591
3.129347563,1.455168247,10.98940301
3.134337664,1.457164764,10.99838305
3.139315128,1.459158897,11.00834894
3.144302368,1.461197138,11.01732254
3.149290323,1.462196112,11.02730346
3.153283834,1.464145422,11.03627586
3.158263922,1.466183901,11.04824185
3.163250923,1.46813488,11.05821562
3.167241096,1.47012949,11.06719112
3.172227621,1.472165823,11.07716417
3.177214622,1.474159956,11.08614111
3.182200432,1.476112604,11.09512138
3.187189579,1.478107929,11.10509205
3.192173243,1.479146957,11.11407471
3.196163654,1.481141567,11.12404108
3.201150656,1.483127594,11.13301873
3.206136703,1.485132694,11.1429882
3.210125446,1.487125397,11.15296412
3.215118885,1.489120007,11.1629405
3.220099688,1.490120173,11.17689991
3.225085258,1.492078304,11.18687248
3.229048014,1.494105577,11.19584918
3.234066963,1.496101618,11.20582056
3.239019871,1.498098612,11.21479607
3.244034767,1.500097752,11.22377348
3.249022722,1.5020895,11.23275042
3.254008532,1.504086494,11.24272132
3.257997751,1.505077839,11.25269842
3.262983799,1.507071972,11.26266861
3.267971754,1.509024858,11.27264404
3.271960258,1.51070714,11.28261471
3.277944326,1.512699604,11.29259205
3.282935143,1.514695883,11.30156398
3.287917137,1.516688585,11.3105402
3.292904139,1.517686605,11.32051325
3.29689455,1.51970005,11.33048725
3.301879883,1.52167511,11.33946323
3.306866884,1.523628235,11.349437
3.31086278,1.52466774,11.35841227
3.315843344,1.526649952,11.37337208
3.320829153,1.529611826,11.38234878
3.32581687,1.531607151,11.39232397
3.330776215,1.532605171,11.40229511
3.335835695,1.535638094,11.41127253
3.34082222,1.536635876,11.42025042
3.345808744,1.538631916,11.42822576
3.349800587,1.540582418,11.4382031
3.354784966,1.54261899,11.44817209
3.35977149,1.543617249,11.45714784
3.364758253,1.545612335,11.46612525
3.36875391,1.547598124,11.4770956
3.373734236,1.54960084,11.48702645
3.378721237,1.550601244,11.49704123
3.383707523,1.552592278,11.50601745
3.388694286,1.554589272,11.51599455
3.393680573,1.556582451,11.5259645
3.39767313,1.558579922,11.53494573
3.402657032,1.559574127,11.54491353
3.407644033,1.561570406,11.55488849
3.411632538,1.563563585,11.56884956
3.416621923,1.565559626,11.57782531
3.421608448,1.566558599,11.58879638
3.426593542,1.568551064,11.59773064
3.431550741,1.570546627,11.60774565
3.436566114,1.572539091,11.61672163
3.441552639,1.573538303,11.62569857
3.446539402,1.575531006,11.63567424
3.450528383,1.577525616,11.64564395
3.455515862,1.579520226,11.65461946
3.460502386,1.581515074,11.66360307
3.465488672,1.582515955,11.6735692
3.469477892,1.584507465,11.68254709
3.47446537,1.586503983,11.69351673
3.478454113,1.588496208,11.70249152
3.483441591,1.589495897,11.71246481
3.489424229,1.5914886,11.72144175
3.493416786,1.593482971,11.73141789
3.498400688,1.595478296,11.74039769
3.503388882,1.597474337,11.75036383
3.508374453,1.59847331,11.76362348
3.512365818,1.600464821,11.77359772
3.517352343,1.6024611,11.78357124
3.522344828,1.604453564,11.79254627
3.527323723,1.605452776,11.80252075
3.531299353,1.607445955,11.81248212
3.53729701,1.609440327,11.82146955
3.541257858,1.610440016,11.8304472
3.546272516,1.612432241,11.83942056
3.551259518,1.614430428,11.8483963
3.556245804,1.616422415,11.85637522
3.561232805,1.617419004,11.8653512
3.565222025,1.619415998,11.87532449
3.570209026,1.621410131,11.88430071
3.575195551,1.623402834,11.89327621
3.579184532,1.624406815,11.90325308
3.584171295,1.626395226,11.91322327
3.589165688,1.628347635,11.92220068
3.59414506,1.631339788,11.93117523
3.599131584,1.63333416,11.94114947
3.604118347,1.635329008,11.95806241
3.608109713,1.637323618,11.97003102
3.613096237,1.639318228,11.98104262
3.618088961,1.64031601,11.99002051
3.622074604,1.642310381,11.99899435
3.627056837,1.644305229,12.0089674
3.632045746,1.646299601,12.01994395
3.637001514,1.649291754,12.0290122
3.642016172,1.651314259,12.03911376
3.647004128,1.653280735,12.04908895
3.651990414,1.655317783,12.05906153
3.656975985,1.657312393,12.06903911
3.660966158,1.659307003,12.07900715
3.66592598,1.660304785,12.08898091
3.670969486,1.662302494,12.09895539
3.675956011,1.664293528,12.10793328
3.680948973,1.665259123,12.11790395
3.684931755,1.667285919,12.127877
3.690918446,1.66928196,12.13784981
3.695905209,1.6712749,12.14782643
3.700889349,1.672230721,12.15680242
3.705876589,1.674269199,12.17176247
3.710862637,1.676261663,12.18074012
3.715849638,1.677258968,12.19070816
3.719830275,1.679253578,12.19968414
3.724824905,1.68124795,12.20866013
3.729811907,1.689185381,12.21863341
3.734779596,1.691221714,12.2276094
3.740724325,1.693217993,12.23758268
3.745769262,1.695210934,12.24755621
3.750756025,1.696208477,12.25653625
3.755742788,1.698162079,12.26651192
3.760728836,1.700197697,12.27548504
3.765718222,1.702192545,12.28545499
3.769689083,1.703191996,12.29443073
3.774698257,1.705186844,12.3044045
3.779678345,1.70717907,12.31338596
3.784665346,1.708176374,12.32335877
3.789651871,1.710174561,12.332335
3.794640779,1.712166309,12.3423028
3.799627542,1.714118719,12.35227633
3.804611683,1.715162992,12.36583996
3.809598446,1.717156172,12.37581325
